pred,hex,backtest_error
3.6257660388946533,88ad360001fffff,14.940359446212394
5.671639442443848,88ad360001fffff,14.940359446212394
4.321689128875732,88ad360001fffff,14.940359446212394
5.754309177398682,88ad360001fffff,14.940359446212394
0.8347292542457581,88ad360003fffff,1.5810087470744858
0.8347292542457581,88ad360003fffff,1.5810087470744858
0.8347292542457581,88ad360003fffff,1.5810087470744858
0.8347292542457581,88ad360003fffff,1.5810087470744858
6.753077030181885,88ad360005fffff,57.50211216055641
10.966402053833008,88ad360005fffff,57.50211216055641
8.086275100708008,88ad360005fffff,57.50211216055641
13.58950424194336,88ad360005fffff,57.50211216055641
2.7012863159179688,88ad360007fffff,27.80602634209957
3.982140064239502,88ad360007fffff,27.80602634209957
6.879029273986816,88ad360007fffff,27.80602634209957
8.722016334533691,88ad360007fffff,27.80602634209957
0.03314013034105301,88ad36000bfffff,0.0009762870252883837
0.03314013034105301,88ad36000bfffff,0.0009762870252883837
0.03314013034105301,88ad36000bfffff,0.0009762870252883837
0.03314013034105301,88ad36000bfffff,0.0009762870252883837
3.7788288593292236,88ad36000dfffff,12.427130086408958
1.760387659072876,88ad36000dfffff,12.427130086408958
4.198395729064941,88ad36000dfffff,12.427130086408958
1.6954691410064697,88ad36000dfffff,12.427130086408958
0.263396680355072,88ad360015fffff,0.08038455282378099
0.263396680355072,88ad360015fffff,0.08038455282378099
0.263396680355072,88ad360015fffff,0.08038455282378099
0.263396680355072,88ad360015fffff,0.08038455282378099
9.148941993713379,88ad360021fffff,57.448554324915676
9.116718292236328,88ad360021fffff,57.448554324915676
9.170771598815918,88ad360021fffff,57.448554324915676
9.781451225280762,88ad360021fffff,57.448554324915676
9.338260650634766,88ad360023fffff,16.545349238486274
10.091279983520508,88ad360023fffff,16.545349238486274
10.091279983520508,88ad360023fffff,16.545349238486274
12.993796348571777,88ad360023fffff,16.545349238486274
16.54876136779785,88ad360025fffff,34.91614409326424
17.165420532226562,88ad360025fffff,34.91614409326424
11.720399856567383,88ad360025fffff,34.91614409326424
14.865117073059082,88ad360025fffff,34.91614409326424
10.2442045211792,88ad360027fffff,28.55681001541345
9.110630989074707,88ad360027fffff,28.55681001541345
11.675549507141113,88ad360027fffff,28.55681001541345
13.723275184631348,88ad360027fffff,28.55681001541345
7.043718338012695,88ad360029fffff,26.410398078729486
10.459134101867676,88ad360029fffff,26.410398078729486
9.539007186889648,88ad360029fffff,26.410398078729486
8.407588005065918,88ad360029fffff,26.410398078729486
13.525177955627441,88ad36002bfffff,11.924606586378003
12.679455757141113,88ad36002bfffff,11.924606586378003
11.398624420166016,88ad36002bfffff,11.924606586378003
13.233223915100098,88ad36002bfffff,11.924606586378003
6.8639678955078125,88ad36002dfffff,6.737977256770939
5.112497329711914,88ad36002dfffff,6.737977256770939
3.6805174350738525,88ad36002dfffff,6.737977256770939
5.907171249389648,88ad36002dfffff,6.737977256770939
7.937587738037109,88ad360031fffff,15.227258413343407
10.47641658782959,88ad360031fffff,15.227258413343407
7.937587738037109,88ad360031fffff,15.227258413343407
10.47641658782959,88ad360031fffff,15.227258413343407
9.202001571655273,88ad360033fffff,18.706610364088924
10.170682907104492,88ad360033fffff,18.706610364088924
8.091675758361816,88ad360033fffff,18.706610364088924
7.718597412109375,88ad360033fffff,18.706610364088924
5.129127502441406,88ad360035fffff,22.18678932159537
7.798639297485352,88ad360035fffff,22.18678932159537
12.298452377319336,88ad360035fffff,22.18678932159537
10.736788749694824,88ad360035fffff,22.18678932159537
1.002835988998413,88ad360037fffff,56.77137680935971
1.8033289909362793,88ad360037fffff,56.77137680935971
